exp_label,turn_index,tenant_id,group_label,input_tokens,output_tokens,kv_history_tokens,prefix_hit_tokens,prefix_hit_rate,computation_tokens,resident_kv_mib,request_kv_mib,blocking_ms,prefill_ms,remaining_ttft_ms,ttft_ms,decode_ms
exp2,7,31,Group2,6190.0,1025.0,6184.0,5152.0,0.8323101777059774,1038.0,193.25,193.4375,0.4761,15477.6209,0.0,15478.097,0.0
exp2,7,16,Group1,3403.0,341.0,3290.0,2656.0,0.7804878048780488,747.0,102.8125,106.34375,0.342,15406.132899999999,0.0,15406.4749,0.0
exp2,7,18,Group2,5459.0,1025.0,5454.0,4432.0,0.8118703059168346,1027.0,170.4375,170.59375,0.2274,15314.3322,0.0,15314.5596,0.0
exp2,7,29,Group2,1628.0,1025.0,1623.0,592.0,0.36363636363636365,1036.0,50.71875,50.875,0.2598,15336.788899999998,1.8189894035458565e-12,15337.0487,0.0
exp2,7,15,Group1,6633.0,1025.0,6542.0,5504.0,0.8297904417307402,1129.0,204.4375,207.28125,1155.0388,22405.3602,3.637978807091713e-12,23560.399,0.0
exp2,7,5,Group1,5663.0,1025.0,5644.0,4608.0,0.8137029842839484,1055.0,176.375,176.96875,0.2437,15323.2237,0.0,15323.4674,0.0
exp2,7,8,Group1,5615.0,1025.0,5524.0,4496.0,0.8007123775601068,1119.0,172.625,175.46875,0.2765,15340.2283,0.0,15340.5048,0.0
exp2,7,9,Group1,5387.0,1025.0,5296.0,4256.0,0.7900501206608502,1131.0,165.5,168.34375,0.1325,23586.8283,0.0,23586.9608,0.0
exp2,7,2,Group1,5715.0,1025.0,5584.0,4560.0,0.7979002624671916,1155.0,174.5,178.59375,1155.1037,22418.187099999996,3.637978807091713e-12,23573.2908,0.0
exp2,7,21,Group2,6195.0,1025.0,6190.0,5168.0,0.8342211460855529,1027.0,193.4375,193.59375,1155.0714,22414.2687,0.0,23569.3401,0.0
exp2,7,13,Group1,6117.0,1025.0,6026.0,4992.0,0.8160863168219715,1125.0,188.3125,191.15625,1155.0876,22422.560799999996,3.637978807091713e-12,23577.6484,0.0
exp2,7,25,Group2,2805.0,1025.0,2799.0,1776.0,0.6331550802139038,1029.0,87.46875,87.65625,0.2929,15335.1444,0.0,15335.4373,0.0
exp2,7,30,Group2,6196.0,1025.0,6190.0,5152.0,0.8315041962556488,1044.0,193.4375,193.625,1155.005,22400.926000000003,0.0,23555.931,0.0
exp2,7,14,Group1,7165.0,1025.0,7074.0,6048.0,0.8441032798325192,1117.0,221.0625,223.90625,0.4943,15491.088,0.0,15491.5823,0.0
exp2,7,11,Group1,6739.0,1025.0,6648.0,5616.0,0.8333580649948064,1123.0,207.75,210.59375,1155.0551,22446.9211,0.0,23601.9762,0.0
exp2,7,3,Group1,7494.0,1025.0,7213.0,6192.0,0.8262610088070457,1302.0,225.40625,234.1875,0.4094,15435.5615,0.0,15435.9709,0.0
exp2,7,10,Group1,3848.0,1025.0,3757.0,2720.0,0.7068607068607069,1128.0,117.40625,120.25,0.3748,15421.5342,0.0,15421.909,0.0
exp2,7,20,Group2,408.0,29.0,403.0,240.0,0.5882352941176471,168.0,12.59375,12.75,0.1816,15331.936300000001,0.0,15332.1179,0.0
exp2,7,32,Group2,1714.0,30.0,1708.0,1664.0,0.970828471411902,50.0,53.375,53.5625,0.3255,15399.6598,0.0,15399.9853,0.0
exp2,8,29,Group2,2659.0,1025.0,2654.0,1616.0,0.6077472734110568,1043.0,82.9375,83.09375,290.2161,28707.149900000004,0.0,28997.366,0.0
exp2,8,17,Group2,931.0,78.0,926.0,768.0,0.8249194414607949,163.0,28.9375,29.09375,290.1183,28643.048099999996,3.637978807091713e-12,28933.1664,0.0
exp2,8,25,Group2,3836.0,1025.0,3830.0,2800.0,0.7299270072992701,1036.0,119.6875,119.875,0.2997,19760.677,0.0,19760.9767,0.0
exp2,8,22,Group2,4032.0,1025.0,4025.0,2992.0,0.7420634920634921,1040.0,125.78125,126.0,290.1999,28686.360499999995,3.637978807091713e-12,28976.5604,0.0
exp2,8,6,Group1,5777.0,1025.0,5689.0,4656.0,0.8059546477410421,1121.0,177.78125,180.53125,290.2324,28712.6708,0.0,29002.9032,0.0
exp2,8,10,Group1,5116.0,1025.0,4874.0,3840.0,0.7505863956215794,1276.0,152.3125,159.875,290.1019,28645.997400000004,0.0,28936.0993,0.0
exp2,8,16,Group1,3824.0,1025.0,3744.0,3392.0,0.8870292887029289,432.0,117.0,119.5,0.4366,19856.2418,0.0,19856.6784,0.0
exp2,8,12,Group1,3807.0,1025.0,3565.0,3392.0,0.890990281061203,415.0,111.40625,118.96875,0.0096,1258.8474999999999,0.0,1258.8571,0.0
exp2,8,8,Group1,6883.0,1025.0,6641.0,5600.0,0.8135987214877234,1283.0,207.53125,215.09375,0.4198,19849.1281,0.0,19849.5479,0.0
exp2,8,19,Group2,6035.0,1025.0,6030.0,4992.0,0.8271748135874067,1043.0,188.4375,188.59375,290.249,28736.5387,0.0,29026.7877,0.0
exp2,8,31,Group2,7221.0,1024.0,7215.0,6192.0,0.8574989613626921,1029.0,225.46875,225.65625,0.2163,19711.6345,0.0,19711.8508,0.0
exp2,8,23,Group2,1448.0,1025.0,1442.0,1408.0,0.9723756906077348,40.0,45.0625,45.25,0.3677,19794.604699999996,3.637978807091713e-12,19794.9724,0.0
exp2,8,13,Group1,7385.0,1025.0,7143.0,6112.0,0.8276235612728504,1273.0,223.21875,230.78125,290.1672,28662.234,0.0,28952.4012,0.0
exp2,8,7,Group1,7853.0,1025.0,7611.0,6576.0,0.8373869858652744,1277.0,237.84375,245.40625,0.5137,19926.1571,0.0,19926.6708,0.0
exp2,8,5,Group1,6792.0,1025.0,6690.0,5664.0,0.833922261484099,1128.0,209.0625,212.25,0.3163,19774.737699999998,3.637978807091713e-12,19775.054,0.0
exp2,8,15,Group1,7900.0,1025.0,7658.0,6624.0,0.8384810126582278,1276.0,239.3125,246.875,290.1837,28687.659799999998,0.0,28977.8435,0.0
exp2,8,3,Group1,8806.0,1025.0,8519.0,7488.0,0.8503293209175562,1318.0,266.21875,275.1875,0.4541,19893.0561,0.0,19893.5102,0.0
exp2,8,18,Group2,6489.0,1025.0,6484.0,6480.0,0.9986130374479889,9.0,202.625,202.78125,0.2329,19728.7003,0.0,19728.9332,0.0
exp2,8,9,Group1,6655.0,1025.0,6413.0,5376.0,0.8078136739293764,1279.0,200.40625,207.96875,0.4899,19921.7553,0.0,19922.2452,0.0
exp2,8,28,Group2,7229.0,1025.0,7224.0,6192.0,0.856550006916586,1037.0,225.75,225.90625,0.1804,29023.3291,0.0,29023.5095,0.0
exp2,8,21,Group2,7225.0,1025.0,7220.0,6192.0,0.8570242214532872,1033.0,225.625,225.78125,0.4712,19898.0052,0.0,19898.4764,0.0
exp2,8,2,Group1,6764.0,1025.0,6741.0,5712.0,0.8444707273802484,1052.0,210.65625,211.375,290.1508,28653.4647,0.0,28943.6155,0.0
exp2,8,30,Group2,7228.0,1025.0,7222.0,6192.0,0.8566685113447703,1036.0,225.6875,225.875,0.4031,19831.3004,0.0,19831.7035,0.0
exp2,8,26,Group2,2606.0,1025.0,2600.0,2544.0,0.9762087490406753,62.0,81.25,81.4375,290.1343,28651.761000000002,0.0,28941.8953,0.0
exp2,8,14,Group1,8433.0,1025.0,8191.0,7152.0,0.848096762717894,1281.0,255.96875,263.53125,0.1995,19706.189099999996,3.637978807091713e-12,19706.3886,0.0
exp2,8,4,Group1,5939.0,1025.0,5652.0,4624.0,0.7785822529045294,1315.0,176.625,185.59375,0.386,19827.027700000002,0.0,19827.4137,0.0
exp2,8,11,Group1,8006.0,1025.0,7764.0,6736.0,0.8413689732700474,1270.0,242.625,250.1875,0.3505,19788.5708,0.0,19788.9213,0.0
exp2,8,20,Group2,442.0,178.0,437.0,400.0,0.9049773755656109,42.0,13.65625,13.8125,0.2659,19737.613400000002,0.0,19737.8793,0.0
exp2,8,27,Group2,4826.0,1025.0,4820.0,3792.0,0.7857438872772482,1034.0,150.625,150.8125,0.0393,997.4412,0.0,997.4805,0.0
exp2,8,24,Group2,1113.0,277.0,1104.0,976.0,0.8769092542677448,137.0,34.5,34.78125,0.3335,19773.262,0.0,19773.5955,0.0
exp2,8,1,Group1,3065.0,549.0,2578.0,2448.0,0.7986949429037521,617.0,80.5625,95.78125,0.2493,19735.9117,0.0,19736.161,0.0
exp2,8,32,Group2,1750.0,41.0,1744.0,1712.0,0.9782857142857143,38.0,54.5,54.6875,0.2827,19763.1699,0.0,19763.4526,0.0
exp2,9,18,Group2,7519.0,1025.0,7514.0,7504.0,0.9980050538635457,15.0,234.8125,234.96875,0.2147,21782.0857,0.0,21782.3004,0.0
exp2,9,17,Group2,1014.0,26.0,1009.0,928.0,0.9151873767258383,86.0,31.53125,31.6875,1772.4121,33432.419700000006,0.0,35204.8318,0.0
exp2,9,13,Group1,8554.0,1025.0,8411.0,7376.0,0.8622866495206921,1178.0,262.84375,267.3125,1772.3957,33429.04720000001,0.0,35201.4429,0.0
exp2,9,1,Group1,3699.0,96.0,3614.0,3056.0,0.826169234928359,643.0,112.9375,115.59375,0.2807,21843.5603,0.0,21843.841,0.0
exp2,9,32,Group2,1797.0,132.0,1791.0,1744.0,0.9705063995548135,53.0,55.96875,56.15625,0.3316,21864.2567,0.0,21864.5883,0.0
exp2,9,29,Group2,3690.0,1025.0,3685.0,2656.0,0.7197831978319783,1034.0,115.15625,115.3125,0.05,813.2849,0.0,813.3349,0.0
exp2,9,6,Group1,6831.0,1025.0,6803.0,5776.0,0.8455570194700629,1055.0,212.59375,213.46875,0.3835,21906.3011,0.0,21906.6846,0.0
exp2,9,15,Group1,9069.0,1025.0,8926.0,7888.0,0.8697761605469181,1181.0,278.9375,283.40625,0.3481,21881.4784,0.0,21881.8265,0.0
exp2,9,14,Group1,9602.0,1025.0,9459.0,8432.0,0.8781503853363882,1170.0,295.59375,300.0625,1772.461,33475.6128,0.0,35248.0738,0.0
exp2,9,24,Group2,1395.0,327.0,1390.0,1104.0,0.7913978494623656,291.0,43.4375,43.59375,1772.4772,33483.03420000001,0.0,35255.5114,0.0
exp2,9,20,Group2,625.0,576.0,620.0,432.0,0.6912,193.0,19.375,19.53125,0.3999,21915.7191,0.0,21916.119,0.0
exp2,9,19,Group2,7065.0,1025.0,7060.0,6032.0,0.8537862703467799,1033.0,220.625,220.78125,1772.3638,33402.6333,0.0,35174.9971,0.0
exp2,9,12,Group1,4976.0,1025.0,4833.0,3808.0,0.7652733118971061,1168.0,151.03125,155.5,0.4677,21963.8979,0.0,21964.3656,0.0
exp2,9,7,Group1,9022.0,1025.0,8879.0,7840.0,0.8689869208601197,1182.0,277.46875,281.9375,0.0158,2565.3021000000003,0.0,2565.3179,0.0
exp2,9,28,Group2,8260.0,1025.0,8255.0,7216.0,0.8736077481840193,1044.0,257.96875,258.125,0.4503,21946.5269,0.0,21946.9772,0.0
exp2,9,11,Group1,9175.0,1025.0,9032.0,8000.0,0.8719346049046321,1175.0,282.25,286.71875,0.3648,21883.5307,0.0,21883.8955,0.0
exp2,9,5,Group1,8061.0,1025.0,7819.0,6784.0,0.8415829301575487,1277.0,244.34375,251.90625,1772.4935,33523.3929,7.275957614183426e-12,35295.8864,0.0
exp2,9,22,Group2,5065.0,1025.0,5058.0,4032.0,0.7960513326752221,1033.0,158.0625,158.28125,0.3142,21862.4265,0.0,21862.7407,0.0
exp2,9,23,Group2,2479.0,1025.0,2473.0,1456.0,0.5873336022589754,1023.0,77.28125,77.46875,1772.5259,33554.8421,0.0,35327.368,0.0
exp2,9,16,Group1,5158.0,1025.0,4850.0,3824.0,0.7413726250484683,1334.0,151.5625,161.1875,1772.5096,33529.761300000006,0.0,35302.2709,0.0
exp2,9,10,Group1,6285.0,1025.0,6142.0,5104.0,0.8120922832140016,1181.0,191.9375,196.40625,0.231,21791.1731,0.0,21791.4041,0.0
exp2,9,8,Group1,8052.0,1025.0,7909.0,6880.0,0.8544461003477397,1172.0,247.15625,251.625,0.4165,21910.2509,0.0,21910.6674,0.0
exp2,9,3,Group1,9839.0,1025.0,9831.0,8800.0,0.8943998373818477,1039.0,307.21875,307.46875,0.5106,21994.096,0.0,21994.6066,0.0
exp2,9,4,Group1,6973.0,1025.0,6965.0,5936.0,0.8512835221568908,1037.0,217.65625,217.90625,1772.4445,33452.9459,0.0,35225.3904,0.0
exp2,9,27,Group2,5858.0,1025.0,5852.0,4832.0,0.8248548992830318,1026.0,182.875,183.0625,0.2975,21837.686200000004,0.0,21837.9837,0.0
exp2,9,30,Group2,8260.0,1025.0,8254.0,7216.0,0.8736077481840193,1044.0,257.9375,258.125,1772.3797,33407.43379999999,7.275957614183426e-12,35179.8135,0.0
exp2,9,21,Group2,8258.0,1025.0,8251.0,7216.0,0.8738193267134899,1042.0,257.84375,258.0625,0.4863,21959.4756,0.0,21959.9619,0.0
exp2,9,26,Group2,3638.0,1025.0,3632.0,2608.0,0.7168774051676745,1030.0,113.5,113.6875,0.4335,21944.5776,0.0,21945.0111,0.0
exp2,9,9,Group1,7824.0,1025.0,7681.0,6640.0,0.8486707566462167,1184.0,240.03125,244.5,0.2473,21807.3949,0.0,21807.6422,0.0
exp2,9,2,Group1,8019.0,1025.0,7790.0,6752.0,0.8420002494076568,1267.0,243.4375,250.59375,1772.4283,33446.6416,0.0,35219.0699,0.0
exp2,9,31,Group2,8250.0,1025.0,8244.0,7216.0,0.8746666666666667,1034.0,257.625,257.8125,0.2641,21814.6211,0.0,21814.8852,0.0
exp2,9,25,Group2,4867.0,1025.0,4861.0,3824.0,0.7856996096157798,1043.0,151.90625,152.09375,0.1976,35323.038,0.0,35323.2356,0.0
exp2,10,10,Group1,7397.0,1025.0,7311.0,6272.0,0.8479113153981344,1125.0,228.46875,231.15625,876.5054,37610.739199999996,0.0,38487.2446,0.0
exp2,10,14,Group1,10714.0,1025.0,10628.0,9600.0,0.8960238939705059,1114.0,332.125,334.8125,0.501,25993.7431,0.0,25994.2441,0.0
exp2,10,32,Group2,1935.0,389.0,1929.0,1792.0,0.9260981912144702,143.0,60.28125,60.46875,0.0259,3055.3550000000005,0.0,3055.3809,0.0
exp2,10,7,Group1,10134.0,1025.0,10048.0,9024.0,0.8904677323860273,1110.0,314.0,316.6875,0.2843,25827.828400000002,0.0,25828.1127,0.0
exp2,10,6,Group1,7946.0,1025.0,7857.0,6816.0,0.8577900830606594,1130.0,245.53125,248.3125,0.4763,25977.0642,0.0,25977.5405,0.0
exp2,10,9,Group1,8936.0,1025.0,8850.0,7824.0,0.8755595344673232,1112.0,276.5625,279.25,876.5219,37616.6865,0.0,38493.2084,0.0
exp2,10,30,Group2,9291.0,1025.0,9285.0,8256.0,0.8886018727801098,1035.0,290.15625,290.34375,876.489,37589.23120000001,0.0,38465.7202,0.0
exp2,10,26,Group2,4670.0,1025.0,4664.0,3632.0,0.7777301927194861,1038.0,145.75,145.9375,0.3356,25865.5252,0.0,25865.8608,0.0
exp2,10,13,Group1,9666.0,1025.0,9580.0,8544.0,0.8839230291744258,1122.0,299.375,302.0625,0.1812,25705.6911,0.0,25705.8723,0.0
exp2,10,27,Group2,6890.0,1025.0,6884.0,5872.0,0.8522496371552976,1018.0,215.125,215.3125,0.2173,25736.0527,0.0,25736.27,0.0
exp2,10,17,Group2,1045.0,1025.0,1040.0,1008.0,0.9645933014354067,37.0,32.5,32.65625,0.3014,25832.3533,0.0,25832.6547,0.0
exp2,10,4,Group1,8009.0,1025.0,7998.0,6960.0,0.8690223498564116,1049.0,249.9375,250.28125,876.4729,37583.96579999999,7.275957614183426e-12,38460.4387,0.0
exp2,10,28,Group2,9291.0,1025.0,9286.0,8256.0,0.8886018727801098,1035.0,290.1875,290.34375,876.5552,37647.338500000005,0.0,38523.8937,0.0
exp2,10,16,Group1,6342.0,1025.0,6184.0,5152.0,0.8123620309050773,1190.0,193.25,198.1875,876.5386,37650.24909999999,7.275957614183426e-12,38526.7877,0.0
exp2,10,12,Group1,6088.0,1025.0,6002.0,4976.0,0.8173455978975033,1112.0,187.5625,190.25,0.4059,25914.503699999997,0.0,25914.9096,0.0
exp2,10,2,Group1,9103.0,1025.0,9043.0,8016.0,0.8805888168735582,1087.0,282.59375,284.46875,0.2341,25739.976599999998,0.0,25740.2107,0.0
exp2,10,18,Group2,8549.0,1025.0,8544.0,8528.0,0.997543572347643,21.0,267.0,267.15625,0.2512,25807.991799999996,3.637978807091713e-12,25808.243,0.0
exp2,10,19,Group2,8098.0,1025.0,8090.0,7056.0,0.8713262533959002,1042.0,252.8125,253.0625,0.2677,25804.021099999998,0.0,25804.2888,0.0
exp2,10,3,Group1,10877.0,1025.0,10866.0,9824.0,0.9031902178909625,1053.0,339.5625,339.90625,0.3528,25890.4011,0.0,25890.7539,0.0
exp2,10,20,Group2,1206.0,1025.0,1201.0,624.0,0.5174129353233831,582.0,37.53125,37.6875,0.2006,25710.3379,0.0,25710.5385,0.0
exp2,10,25,Group2,5898.0,1025.0,5892.0,4864.0,0.8246863343506273,1034.0,184.125,184.3125,876.4567,37570.670900000005,0.0,38447.1276,0.0
exp2,10,1,Group1,3872.0,84.0,3795.0,3696.0,0.9545454545454546,176.0,118.59375,121.0,0.4401,25947.860500000003,0.0,25948.3006,0.0
exp2,10,29,Group2,4728.0,45.0,4716.0,3680.0,0.7783417935702199,1048.0,147.375,147.75,0.0111,2999.6125,0.0,2999.6236,0.0
exp2,10,24,Group2,1728.0,110.0,1722.0,1392.0,0.8055555555555556,336.0,53.8125,54.0,0.3702,25895.836000000003,0.0,25896.2062,0.0
exp2,10,15,Group1,10181.0,1025.0,10095.0,9056.0,0.8895000491110893,1125.0,315.46875,318.15625,0.0481,2175.7806,0.0,2175.8287,0.0
exp2,10,8,Group1,9164.0,1025.0,9078.0,8048.0,0.8782191182889568,1116.0,283.6875,286.375,0.4577,25969.3084,0.0,25969.7661,0.0
exp2,10,5,Group1,9140.0,304.0,9088.0,8064.0,0.8822757111597375,1076.0,284.0,285.625,0.4228,25950.6004,0.0,25951.0232,0.0
exp2,10,23,Group2,3510.0,1025.0,3504.0,3488.0,0.9937321937321937,22.0,109.5,109.6875,876.4406,37567.3692,0.0,38443.8098,0.0
exp2,10,22,Group2,6096.0,1025.0,6091.0,5056.0,0.8293963254593176,1040.0,190.34375,190.5,876.572,37682.02909999999,7.275957614183426e-12,38558.6011,0.0
exp2,10,21,Group2,9290.0,1025.0,9284.0,8256.0,0.8886975242195909,1034.0,290.125,290.3125,0.3187,25860.495299999995,3.637978807091713e-12,25860.814,0.0
exp2,10,31,Group2,9281.0,1025.0,9275.0,8240.0,0.8878353625686887,1041.0,289.84375,290.03125,0.1646,38562.48559999999,7.275957614183426e-12,38562.6502,0.0
exp2,10,11,Group1,10287.0,1025.0,10201.0,9168.0,0.8912219305920094,1119.0,318.78125,321.46875,0.3892,25906.509800000003,0.0,25906.899,0.0
exp3,1,30,Group2,7.0,1025.0,0.0,0.0,0.0,7.0,0.0,0.21875,0.0336,111.03030000000001,0.0,111.0639,0.0
exp3,1,6,Group1,840.0,76.0,0.0,832.0,0.9904761904761905,8.0,0.0,26.25,0.2559,391.05,0.0,391.3059,0.0
exp3,1,5,Group1,69.0,54.0,0.0,0.0,0.0,69.0,0.0,2.15625,0.2735,421.28409999999997,0.0,421.5576,0.0
exp3,1,9,Group1,50.0,75.0,0.0,48.0,0.96,2.0,0.0,1.5625,0.1093,416.04010000000005,0.0,416.1494,0.0
exp3,1,32,Group2,7.0,203.0,0.0,0.0,0.0,7.0,0.0,0.21875,0.0192,282.8313,0.0,282.8505,0.0
exp3,1,29,Group2,6.0,168.0,0.0,0.0,0.0,6.0,0.0,0.1875,0.2065,378.0806,0.0,378.2871,0.0
exp3,1,2,Group1,840.0,124.0,0.0,0.0,0.0,840.0,0.0,26.25,0.0386,315.6369,0.0,315.6755,0.0
exp3,1,13,Group1,50.0,233.0,0.0,48.0,0.96,2.0,0.0,1.5625,0.03,272.7278,0.0,272.7578,0.0
exp3,1,10,Group1,50.0,200.0,0.0,48.0,0.96,2.0,0.0,1.5625,0.1721,389.971,0.0,390.1431,0.0
exp3,1,25,Group2,7.0,232.0,0.0,0.0,0.0,7.0,0.0,0.21875,0.0317,367.21469999999994,5.684341886080802e-14,367.2464,0.0
exp3,1,16,Group1,47.0,274.0,0.0,0.0,0.0,47.0,0.0,1.46875,0.1565,382.4334,0.0,382.5899,0.0
exp3,1,24,Group2,7.0,228.0,0.0,0.0,0.0,7.0,0.0,0.21875,0.0783,380.8961,0.0,380.9744,0.0
exp3,1,12,Group1,50.0,259.0,0.0,48.0,0.96,2.0,0.0,1.5625,0.1407,374.4475,0.0,374.5882,0.0
exp3,1,18,Group2,8.0,291.0,0.0,0.0,0.0,8.0,0.0,0.25,0.239,429.47599999999994,5.684341886080802e-14,429.715,0.0
exp3,1,17,Group2,6.0,426.0,0.0,0.0,0.0,6.0,0.0,0.1875,0.047,333.729,0.0,333.776,0.0
exp3,1,19,Group2,6.0,342.0,0.0,0.0,0.0,6.0,0.0,0.1875,0.0158,371.7923,0.0,371.8081,0.0
exp3,1,7,Group1,50.0,496.0,0.0,48.0,0.96,2.0,0.0,1.5625,0.2953,410.8252,0.0,411.1205,0.0
exp3,1,4,Group1,243.0,469.0,0.0,240.0,0.9876543209876543,3.0,0.0,7.59375,0.0627,366.7912,0.0,366.8539,0.0
exp3,1,15,Group1,49.0,494.0,0.0,48.0,0.9795918367346939,1.0,0.0,1.53125,0.0938,359.7189,0.0,359.8127,0.0
exp3,1,26,Group2,7.0,597.0,0.0,0.0,0.0,7.0,0.0,0.21875,0.0069,288.03110000000004,0.0,288.038,0.0
exp3,1,31,Group2,7.0,1024.0,0.0,0.0,0.0,7.0,0.0,0.21875,0.032,310.4676,0.0,310.4996,0.0
exp3,1,21,Group2,8.0,1025.0,0.0,0.0,0.0,8.0,0.0,0.25,0.125,364.7505,0.0,364.8755,0.0
exp3,1,3,Group1,243.0,1025.0,0.0,0.0,0.0,243.0,0.0,7.59375,0.0174,118.41329999999999,1.4210854715202004e-14,118.4307,0.0
exp3,1,23,Group2,6.0,1025.0,0.0,0.0,0.0,6.0,0.0,0.1875,0.0141,280.75870000000003,0.0,280.7728,0.0
exp3,1,14,Group1,50.0,1025.0,0.0,48.0,0.96,2.0,0.0,1.5625,0.0661,297.9578,0.0,298.0239,0.0
exp3,1,1,Group1,636.0,881.0,0.0,0.0,0.0,636.0,0.0,19.875,0.0471,369.3528,0.0,369.3999,0.0
exp3,1,11,Group1,50.0,601.0,0.0,0.0,0.0,50.0,0.0,1.5625,0.0257,293.92609999999996,5.684341886080802e-14,293.9518,0.0
exp3,1,27,Group2,7.0,712.0,0.0,0.0,0.0,7.0,0.0,0.21875,0.1899,399.91459999999995,0.0,400.1045,0.0
exp3,1,22,Group2,7.0,526.0,0.0,0.0,0.0,7.0,0.0,0.21875,0.0086,132.5917,0.0,132.6003,0.0
exp3,1,28,Group2,15.0,1025.0,0.0,0.0,0.0,15.0,0.0,0.46875,0.2228,390.0694,0.0,390.2922,0.0
exp3,1,20,Group2,12.0,34.0,0.0,0.0,0.0,12.0,0.0,0.375,0.0461,291.1295,0.0,291.1756,0.0
exp3,1,8,Group1,50.0,43.0,0.0,48.0,0.96,2.0,0.0,1.5625,0.0133,280.9971,0.0,281.0104,0.0
exp3,2,14,Group1,1216.0,1025.0,1076.0,48.0,0.039473684210526314,1168.0,33.625,38.0,0.0981,3068.3167,0.0,3068.4148,0.0
exp3,2,2,Group1,1021.0,130.0,964.0,832.0,0.8148873653281097,189.0,30.125,31.90625,0.0329,1074.7439000000004,0.0,1074.7768,0.0
exp3,2,24,Group2,240.0,84.0,235.0,0.0,0.0,240.0,7.34375,7.5,0.1468,3053.6431000000002,0.0,3053.7899,0.0
exp3,2,10,Group1,390.0,242.0,250.0,48.0,0.12307692307692308,342.0,7.8125,12.1875,0.033,3039.5424000000003,0.0,3039.5754,0.0
exp3,2,8,Group1,233.0,458.0,93.0,48.0,0.20600858369098712,185.0,2.90625,7.28125,0.0064,1103.1627,0.0,1103.1691,0.0
exp3,2,4,Group1,968.0,435.0,712.0,240.0,0.24793388429752067,728.0,22.25,30.25,0.0126,1063.7443,0.0,1063.7569,0.0
exp3,2,5,Group1,371.0,296.0,123.0,64.0,0.1725067385444744,307.0,3.84375,11.59375,0.2989,3090.3767,4.547473508864641e-13,3090.6756,0.0
exp3,2,9,Group1,265.0,758.0,125.0,48.0,0.1811320754716981,217.0,3.90625,8.28125,0.353,3095.0454999999997,0.0,3095.3985,0.0
exp3,2,19,Group2,353.0,527.0,348.0,0.0,0.0,353.0,10.875,11.03125,0.0817,3047.2359,0.0,3047.3176,0.0
exp3,2,26,Group2,610.0,571.0,604.0,0.0,0.0,610.0,18.875,19.0625,0.0137,525.8601,0.0,525.8738,0.0
exp3,2,13,Group1,423.0,770.0,283.0,48.0,0.11347517730496454,375.0,8.84375,13.21875,0.2483,3121.8779999999997,0.0,3122.1263,0.0
exp3,2,3,Group1,1525.0,1025.0,1269.0,240.0,0.15737704918032788,1285.0,39.65625,47.65625,0.0247,1067.9886000000001,0.0,1068.0133,0.0
exp3,2,22,Group2,541.0,1025.0,534.0,0.0,0.0,541.0,16.6875,16.90625,0.0186,1052.3586,0.0,1052.3772,0.0
exp3,2,27,Group2,725.0,898.0,719.0,0.0,0.0,725.0,22.46875,22.65625,0.0077,529.2571,0.0,529.2648,0.0
exp3,2,21,Group2,1039.0,1025.0,1034.0,0.0,0.0,1039.0,32.3125,32.46875,0.0168,3041.2706000000003,0.0,3041.2874,0.0
exp3,2,18,Group2,304.0,1025.0,299.0,0.0,0.0,304.0,9.34375,9.5,0.1799,3073.9433,0.0,3074.1232,0.0
exp3,2,11,Group1,791.0,1025.0,651.0,48.0,0.0606826801517067,743.0,20.34375,24.71875,0.1306,3058.245,0.0,3058.3756,0.0
exp3,2,28,Group2,1046.0,1025.0,1041.0,0.0,0.0,1046.0,32.53125,32.6875,0.0206,531.8739999999999,1.1368683772161603e-13,531.8946,0.0
exp3,2,32,Group2,216.0,1025.0,210.0,0.0,0.0,216.0,6.5625,6.75,0.282,3133.3809,0.0,3133.6629,0.0
exp3,2,31,Group2,1036.0,1025.0,1030.0,0.0,0.0,1036.0,32.1875,32.375,0.1141,3070.2902000000004,0.0,3070.4043,0.0
exp3,2,30,Group2,1038.0,1025.0,1032.0,0.0,0.0,1038.0,32.25,32.4375,0.1632,3060.8241000000003,0.0,3060.9873,0.0
exp3,2,15,Group1,683.0,1025.0,543.0,48.0,0.07027818448023426,635.0,16.96875,21.34375,0.2653,3110.0301,0.0,3110.2954,0.0
exp3,2,7,Group1,686.0,1025.0,546.0,48.0,0.06997084548104957,638.0,17.0625,21.4375,0.3339,3078.2475999999997,0.0,3078.5815,0.0
exp3,2,6,Group1,948.0,6.0,916.0,832.0,0.8776371308016878,116.0,28.625,29.625,0.0313,565.0699,0.0,565.1012,0.0
exp3,2,17,Group2,437.0,25.0,432.0,0.0,0.0,437.0,13.5,13.65625,0.316,3084.3446999999996,4.547473508864641e-13,3084.6607,0.0
exp3,2,23,Group2,1038.0,35.0,1032.0,0.0,0.0,1038.0,32.25,32.4375,0.2314,3071.7720999999997,0.0,3072.0035,0.0
exp3,2,29,Group2,182.0,31.0,175.0,0.0,0.0,182.0,5.46875,5.6875,0.0486,76.0608,0.0,76.1094,0.0
exp3,2,20,Group2,51.0,31.0,46.0,0.0,0.0,51.0,1.4375,1.59375,0.0656,3048.3412000000003,0.0,3048.4068,0.0
exp3,2,12,Group1,449.0,71.0,309.0,48.0,0.10690423162583519,401.0,9.65625,14.03125,0.3776,3096.6875999999997,4.547473508864641e-13,3097.0652,0.0
